iter	Logloss
128	0.2029602484
129	0.2023164888
130	0.2016211667
131	0.2006173722
132	0.199708057
133	0.1989010156
134	0.1977344518
135	0.1969746719
136	0.1962595125
137	0.1956645829
138	0.194339208
139	0.1934653688
140	0.1927625877
141	0.192088576
142	0.1915791014
143	0.1907178375
144	0.1903605604
145	0.1896311466
146	0.1885403877
147	0.187925293
148	0.1873682235
149	0.1868629167
150	0.1863228385
151	0.1854752638
152	0.1845232239
153	0.184064516
154	0.1836057542
155	0.1829368679
156	0.1823443068
157	0.1817605736
158	0.181124041
159	0.1803225242
160	0.1795383563
161	0.1788530879
162	0.1779839132
163	0.1775466765
164	0.1770037767
165	0.1764290262
166	0.1758981277
167	0.1753528416
168	0.1749971033
169	0.1744018707
170	0.1737808527
171	0.1730841863
172	0.172518735
173	0.1721015781
174	0.1712526012
175	0.1707405288
176	0.1701784409
177	0.1696572292
178	0.1690793883
179	0.1684696569
180	0.1678917862
181	0.1675075835
182	0.16714944
183	0.1667805431
184	0.1663188228
185	0.1658585421
186	0.1653642972
187	0.1647494337
188	0.1642903689
189	0.1638303459
190	0.1634163863
191	0.1629876236
192	0.1626674696
193	0.1619184141
194	0.161511486
195	0.1609108927
196	0.1605291215
197	0.1601391723
198	0.1594373413
199	0.1590534045
200	0.1582766296
201	0.1579274874
202	0.1574958351
203	0.1571320273
204	0.1566206089
205	0.1562389657
206	0.1558427576
207	0.155566581
208	0.155297916
209	0.1550050448
210	0.1547236382
211	0.1543541082
212	0.153938952
213	0.1534317447
214	0.152997928
215	0.1526556839
216	0.152205493
217	0.1519515692
218	0.1515841297
219	0.1511927918
220	0.15098273
221	0.1507528123
222	0.1505912717
223	0.1502498113
224	0.1495733677
225	0.1490392195
226	0.1487856769
227	0.1481196931
228	0.1477944403
229	0.1473823024
230	0.1470540598
231	0.1467232893
232	0.146462809
233	0.1461286532
234	0.1458536823
235	0.1455432213
236	0.1451465169
237	0.1447498964
238	0.1441918017
239	0.1439667594
240	0.143695571
241	0.1434918023
242	0.1430761025
243	0.1426932183
244	0.1424542044
245	0.1419093896
246	0.1414759481
247	0.1410941678
248	0.1407899944
249	0.14053898
250	0.1401976494
251	0.1398136467
252	0.1395265597
253	0.1390768418
254	0.1386297826
255	0.1383164805
256	0.1380837991
257	0.1378436514
258	0.1376462965
259	0.137434487
260	0.1372163418
261	0.1369633384
262	0.1367133504
263	0.136523764
264	0.1361869717
265	0.1358616889
266	0.1356653204
267	0.1354110275
268	0.1352540278
269	0.1349607376
270	0.1346779107
271	0.1345242546
272	0.1342125438
273	0.1339452747
274	0.1337231588
275	0.133424108
276	0.1330759547
277	0.1328059719
278	0.132579028
279	0.1323815887
280	0.1320532518
281	0.1319155133
282	0.1313471833
283	0.1307691961
284	0.1306744344
285	0.1304310379
286	0.1302691068
287	0.1300325366
288	0.1297344447
289	0.1295359344
290	0.1293322382
291	0.1289421415
292	0.1287734117
293	0.1284703972
294	0.1280882684
295	0.1278870793
296	0.1278045751
297	0.1276118795
298	0.1273688265
299	0.127214645
300	0.1270188182
301	0.1266690453
302	0.1264870299
303	0.1260936513
304	0.1257536079
305	0.1255105054
306	0.1252008124
307	0.124946747
308	0.1246498244
309	0.1243194605
310	0.1240825965
311	0.1236305107
312	0.1234238483
313	0.1232274051
314	0.1229877396
315	0.1227640528
316	0.1225774827
317	0.1223347234
318	0.1221614935
319	0.1219473142
320	0.1216538569
321	0.1213805006
322	0.1211731179
323	0.1210152415
324	0.120741805
325	0.1205530949
326	0.1202444847
327	0.119961338
328	0.1195763653
329	0.1192800362
330	0.1190470419
331	0.1188350879
332	0.1186988272
333	0.1185350488
334	0.1184356241
335	0.1182898913
336	0.1181869186
337	0.1178863779
338	0.1176714158
339	0.1173713574
340	0.1171467343
341	0.1170520269
342	0.1169838543
343	0.1167860463
344	0.1165862483
345	0.1164056126
346	0.1162345573
347	0.1159876387
348	0.1157518434
349	0.1155038629
350	0.1151729388
351	0.1149238955
352	0.1147581512
353	0.1145136359
354	0.1144118221
355	0.1141865891
356	0.1140284479
357	0.1139436352
358	0.1138086691
359	0.1135382037
360	0.113300212
361	0.1130137462
362	0.1127335249
363	0.1124878496
364	0.1123718906
365	0.1121666599
366	0.1118544362
367	0.1116860227
368	0.1115171354
369	0.1113768146
370	0.1111706114
371	0.1110597369
372	0.1108905387
373	0.1107728632
374	0.1107187395
375	0.1105932772
376	0.1103731784
377	0.1101447084
378	0.1099464266
379	0.109750082
380	0.1095673792
381	0.109365404
382	0.1091600039
383	0.108947188
384	0.1088256827
385	0.1085968505
386	0.108342656
387	0.1080721316
388	0.107925991
389	0.1076942941
390	0.1074843808
391	0.107198068
392	0.1069867732
393	0.1068245738
394	0.106555586
395	0.1062387958
396	0.1060412416
397	0.1058246286
398	0.1055556271
399	0.1053842379
400	0.1052800114
401	0.1051435739
402	0.1048523909
403	0.1046781343
404	0.1045003179
405	0.1043010809
406	0.1040074631
407	0.1037686186
408	0.1035563354
409	0.1034206425
410	0.1032216592
411	0.1030466348
412	0.1028100156
413	0.102584415
414	0.102450655
415	0.1021687747
416	0.1019228469
417	0.1016115302
418	0.1014003927
419	0.101216722
420	0.1010614839
421	0.1009922591
422	0.1007467036
423	0.1006747365
424	0.1004611345
425	0.1002863014
426	0.1001997767
427	0.1000153361
428	0.09985322153
429	0.0996366465
430	0.09932842298
431	0.09913170167
432	0.09886310523
433	0.09861222975
434	0.09849113647
435	0.09834814122
436	0.09821114374
437	0.0980700527
438	0.09790016769
439	0.0976555186
440	0.09745297809
441	0.09728250719
442	0.09707422292
443	0.09679097747
444	0.09653630005
445	0.09637336152
446	0.09621188019
447	0.09601450447
448	0.0958724906
449	0.09566406754
450	0.09545961125
451	0.09534131424
452	0.09517196335
453	0.09498380659
454	0.09482472631
455	0.09468852238
456	0.09452391029
457	0.09440221438
458	0.09426960017
459	0.09401093503
460	0.09385748813
461	0.09368249237
462	0.09345203308
463	0.09341535748
464	0.09315897633
465	0.0929427757
466	0.09283051687
467	0.09256649637
468	0.09229358929
469	0.09220151893
470	0.0920219818
471	0.09182822494
472	0.09167376325
473	0.09150756863
474	0.0913199671
475	0.09112355433
476	0.09093054349
477	0.09084434816
478	0.09065135323
479	0.09057584339
480	0.09033559185
481	0.09012796934
482	0.08993526673
483	0.08976943975
484	0.08960256957
485	0.08959304048
486	0.08939155468
487	0.08919872945
488	0.08902146467
489	0.08894182294
490	0.08860681475
491	0.0884272899
492	0.08834475119
493	0.08808608156
494	0.08791169316
495	0.08789965948
496	0.08775524478
497	0.0875772803
498	0.08735834185
499	0.08734610092
500	0.08733487703
501	0.08712154333
502	0.08708557388
503	0.08692624143
504	0.08687652458
505	0.08657570171
506	0.08638185221
507	0.08618478272
508	0.08608455745
509	0.08594835641
510	0.08588101456
511	0.08572031936
512	0.08549508672
513	0.08528159052
514	0.08513400257
515	0.0849324817
516	0.08492202988
517	0.08478425346
518	0.08477274704
519	0.0846377106
520	0.08451660531
521	0.0844812648
522	0.08429669988
523	0.08413797708
524	0.08397209167
525	0.08378013949
526	0.08373655257
527	0.08352258072
528	0.08337146927
529	0.08317010785
530	0.08298986712
531	0.08289007367
532	0.08270384613
533	0.08250455706
534	0.08233585837
535	0.08211499379
536	0.08197633261
537	0.08195885638
538	0.08174633305
539	0.08173460222
540	0.08158828581
541	0.08146818315
542	0.08135185661
543	0.08118135949
544	0.08104153046
545	0.08095105624
546	0.08080557751
547	0.08069806234
548	0.0804954744
549	0.08037004071
550	0.08021483713
551	0.08002652007
552	0.07984052167
553	0.07982472151
554	0.07969100312
555	0.0796008774
556	0.07944818593
557	0.0791432382
558	0.07905193059
559	0.07888994004
560	0.07887945051
561	0.07873768899
562	0.0785542143
563	0.07837211353
564	0.07824110085
565	0.07812357338
566	0.07797044172
567	0.07783386601
568	0.07761914599
569	0.07746320598
570	0.07731743995
571	0.07728216254
572	0.07715186522
573	0.07704731832
574	0.0769300193
575	0.07675754245
576	0.07659055954
577	0.07644303287
578	0.07625514643
579	0.07611191558
580	0.07596018265
581	0.07581527804
582	0.07565791843
583	0.07543583009
584	0.07537603806
585	0.07516202403
586	0.07495612516
587	0.07476289507
588	0.07475242907
589	0.0745470565
590	0.07433513107
591	0.07419832436
592	0.07408701696
593	0.07391479852
594	0.07374667869
595	0.07361499235
596	0.07356988007
597	0.07342448106
598	0.07327964723
599	0.07309521902
600	0.0729080741
601	0.07280050422
602	0.07264346256
603	0.07252707958
604	0.07235900446
605	0.07220056447
606	0.07208737343
607	0.07203979399
608	0.07200690365
609	0.07187101333
610	0.07171331188
611	0.07152228776
612	0.07140019172
613	0.0712663438
614	0.07114575432
615	0.0709965422
616	0.07089892577
617	0.07072304447
618	0.07069462203
619	0.07062632029
620	0.07043061839
621	0.07033137967
622	0.07019753003
623	0.07005800446
624	0.06990798752
625	0.06976958473
626	0.06961658739
627	0.0696058342
628	0.06948901782
629	0.06944717293
630	0.06920632515
631	0.06907909774
632	0.0688743821
633	0.068693746
634	0.06857774635
635	0.06843944975
636	0.06828768368
637	0.06815887154
638	0.06814982738
639	0.06804245051
640	0.06801259211
641	0.06789659524
642	0.06779033466
643	0.06763633678
644	0.06749461731
645	0.06743506048
646	0.06728823566
647	0.06718850278
648	0.06709057489
649	0.06692500962
650	0.06691608321
651	0.06682645597
652	0.06668424655
653	0.06656815815
654	0.06644552768
655	0.06631378426
656	0.06621282316
657	0.06613295759
658	0.06600378764
659	0.06590384987
660	0.06578338501
661	0.06572242518
662	0.06563129899
663	0.06552578198
664	0.06540804989
665	0.0653567039
666	0.06534816349
667	0.06522779984
668	0.06518312971
669	0.0650800263
670	0.06500705107
671	0.06482888444
672	0.06468817015
673	0.06460135367
674	0.06455058211
675	0.06451674095
676	0.06439922768
677	0.06426938951
678	0.06410607455
679	0.06399224307
680	0.06389700869
681	0.06382968615
682	0.06380547265
683	0.06375938263
684	0.06361427619
685	0.0635288346
686	0.06342698977
687	0.06326882071
688	0.06317921675
689	0.06305316824
690	0.06292429281
691	0.06276801391
692	0.06265820504
693	0.06256515797
694	0.06243178798
695	0.06242295568
696	0.06229251926
697	0.06220228944
698	0.06210664531
699	0.0620440896
700	0.06187039828
701	0.06179254131
702	0.06163397415
703	0.06152842637
704	0.06140725535
705	0.06122810224
706	0.06110880062
707	0.061045388
708	0.06095936728
709	0.06085954716
710	0.06071221989
711	0.06055041636
712	0.06052491761
713	0.06034649194
714	0.06032903455
715	0.06020592846
716	0.06016544112
717	0.06006684095
718	0.05993037055
719	0.05979331744
720	0.05973530024
721	0.05972797149
722	0.05957141963
723	0.05956425873
724	0.05947214334
725	0.0594649542
726	0.05934276599
727	0.05933528484
728	0.05924539222
729	0.05917733982
730	0.05916989169
731	0.05916250952
732	0.05909040329
733	0.0589903102
734	0.05891137217
735	0.05880460297
736	0.05872245989
737	0.05859544587
738	0.05848828575
739	0.05848118601
740	0.05841351293
741	0.05833900768
742	0.0583312677
743	0.05832389019
744	0.05820436698
745	0.05814474895
746	0.05807583959
747	0.05800787155
748	0.05792662274
749	0.0579201633
750	0.05790367105
751	0.05779407722
752	0.05771426621
753	0.05764310117
754	0.05755942803
755	0.05755314278
756	0.05743613546
757	0.05733890968
758	0.0572365753
759	0.05715952331
760	0.0570405184
761	0.05695850863
762	0.05695233642
763	0.05687111305
764	0.0567852974
765	0.05669246833
766	0.05662593709
767	0.05650650052
768	0.05644125161
769	0.05637319481
770	0.05628190758
771	0.05614657469
772	0.05610416756
773	0.05599274214
774	0.05594754957
775	0.05584505273
776	0.05583872992
777	0.05581635256
778	0.05571267164
779	0.05563323256
780	0.05553842651
781	0.05548151581
782	0.05543387035
783	0.05537510463
784	0.05529866919
785	0.05519650026
786	0.05514998933
787	0.05503086135
788	0.05500821097
789	0.05489398903
790	0.05479125928
791	0.05463992841
792	0.05456099325
793	0.05447488798
794	0.05446916765
795	0.05435421079
796	0.05430341575
797	0.05416713445
798	0.05413794469
799	0.05413186184
800	0.05412578856
801	0.05399548115
802	0.05398923357
803	0.05389906986
804	0.05380053519
805	0.05367761751
806	0.05358472764
807	0.05346734179
808	0.05338515352
809	0.05330910879
810	0.05330368512
811	0.05322599304
812	0.05312637553
813	0.05302063253
814	0.05299994531
815	0.05294785545
816	0.05288879737
817	0.0527804044
818	0.05268571139
819	0.05257682337
820	0.05248710662
821	0.05246608052
822	0.05237377961
823	0.05230680725
824	0.05225433886
825	0.05216394896
826	0.05203773993
827	0.05196248918
828	0.051884006
829	0.05187805507
830	0.05178757771
831	0.05175285114
832	0.0516806466
833	0.05164156037
834	0.05154977392
835	0.05146340065
836	0.05138724308
837	0.05138205481
838	0.05130468932
839	0.05121467433
840	0.05115451492
841	0.05114887468
842	0.05113276379
843	0.05105683676
844	0.05098930905
845	0.05097355126
846	0.05096822641
847	0.05086534396
848	0.05076408277
849	0.05067906496
850	0.05057907551
851	0.05049297469
852	0.05043685489
853	0.05039521224
854	0.05030236684
855	0.05020877336
856	0.05014331704
857	0.05006729412
858	0.04992577014
859	0.0498465851
860	0.04976223866
861	0.04964912285
862	0.04957558531
863	0.04950772572
864	0.04942260444
865	0.04935767112
866	0.04929636284
867	0.04924923977
868	0.04914410696
869	0.04907269041
870	0.04899584091
871	0.04899096808
872	0.04890015481
873	0.04884157459
874	0.04873614243
875	0.04869200901
876	0.04868691496
877	0.04861444662
878	0.04850215927
879	0.04846560603
880	0.04837068223
881	0.04828382843
882	0.04820301717
883	0.04819841736
884	0.04813297066
885	0.04807266263
886	0.04802816993
887	0.04798490285
888	0.04793749253
889	0.04785601503
890	0.04781380265
891	0.04780923584
892	0.04771736029
893	0.04766312167
894	0.04765840892
895	0.04755429759
896	0.04754019227
897	0.04753047967
898	0.04745515502
899	0.04745053642
900	0.04740496532
901	0.04730091941
902	0.04724168263
903	0.04719462849
904	0.0471901276
905	0.04712147232
906	0.04705675552
907	0.04696902557
908	0.04691922837
909	0.04689010909
910	0.04688538226
911	0.04681201682
912	0.04672147621
913	0.04665194753
914	0.04658095266
915	0.04649194504
916	0.04648764198
917	0.0463746318
918	0.04636144931
919	0.04633087979
920	0.04629443284
921	0.04625981931
922	0.04622358621
923	0.04618024349
924	0.04608215135
925	0.0460046003
926	0.04593512376
927	0.0459253735
928	0.04589986518
929	0.04589496881
930	0.04585660762
931	0.0457810578
932	0.04573728419
933	0.04570882403
934	0.04563778908
935	0.045594539
936	0.04559041004
937	0.04549398442
938	0.04548975664
939	0.04541710182
940	0.0453681382
941	0.04533893908
942	0.04528500069
943	0.0452276782
944	0.04512890285
945	0.04512493407
946	0.04501281008
947	0.04493909793
948	0.04486899517
949	0.0447813971
950	0.04475128724
951	0.04474718652
952	0.04470774908
953	0.04467012952
954	0.04459353232
955	0.04454862407
956	0.04454411376
957	0.04448924652
958	0.04441603614
959	0.04436574486
960	0.0443618513
961	0.04429147537
962	0.04422797539
963	0.04419528076
964	0.04416317196
965	0.04408681656
966	0.04404249487
967	0.04399134637
968	0.04392983626
969	0.04391908005
970	0.0438844854
971	0.0438626005
972	0.04375683892
973	0.04370815733
974	0.04366476805
975	0.04358825272
976	0.04349863981
977	0.04345999634
978	0.04341127006
979	0.04338021587
980	0.04332229263
981	0.04324952063
982	0.0432124212
983	0.04316771346
984	0.04309709261
985	0.04307430079
986	0.04301457253
987	0.04292288537
988	0.04286741979
989	0.04282141749
990	0.04275008588
991	0.04273540618
992	0.04269529825
993	0.04266156037
994	0.0426377753
995	0.04263427261
996	0.04256415092
997	0.04248906689
998	0.04243914263
999	0.04239833315
